,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
196,CU,2023-03-31,75.5,-0.66,6.68,"Flexen, Chris",605137,623167,,foul,,,,,8,"Josh Bell grounds out, third baseman Eugenio Suarez to first baseman Ty France.   Jose Ramirez to 3rd.",R,L,R,SEA,CLE,S,,,0,0,2023,1.08,-0.96,-0.09,2.32,,608070.0,,0,8,Top,,,,,663728,,,-0.733544355755071,-109.96666475109032,-0.1623886421389231,8.832205802178574,22.059638801192044,-40.13500991468102,3.72,1.77,,,,74.6,2389,5.9,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.61,,,,,,,,72,1,Curveball,4,8,8,4,8,4,8,4,Standard,Standard,35,0.0,-0.109
197,FC,2023-03-31,86.8,-0.67,6.8,"Flexen, Chris",608070,623167,double,hit_into_play,,,,,5,Jose Ramirez doubles (2) on a fly ball to right fielder Teoscar Hernandez.,R,L,R,SEA,CLE,X,9.0,fly_ball,1,1,2023,0.68,0.7,0.06,2.59,,,,0,8,Top,173.08,52.08,,,663728,,,0.3587612832550665,-126.40332746860622,-5.344952734517822,7.240090898329241,24.513337179553925,-23.80262599752806,3.35,1.59,380.0,96.8,24.0,86.7,2270,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.43,0.34,0.517,1.25,1.0,1.0,1.0,5.0,71,3,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,170,-0.009,0.631
198,CH,2023-03-31,80.6,-0.69,6.57,"Flexen, Chris",608070,623167,,swinging_strike,,,,,11,Jose Ramirez doubles (2) on a fly ball to right fielder Teoscar Hernandez.,R,L,R,SEA,CLE,S,,,1,0,2023,-1.1,0.87,-1.52,2.6,,,,0,8,Top,,,,,663728,,,0.2478880491424179,-117.40552520959665,-3.8277974316143406,-10.19890449511938,21.857441224161725,-23.637030609418243,3.35,1.59,,,,80.3,1224,6.0,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.48,,,,,,,,71,2,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,217,0.0,-0.057
199,CH,2023-03-31,79.8,-0.67,6.6,"Flexen, Chris",608070,623167,,ball,,,,,1,Jose Ramirez doubles (2) on a fly ball to right fielder Teoscar Hernandez.,R,L,R,SEA,CLE,B,,,0,0,2023,-0.92,0.97,-0.71,3.4,,,,0,8,Top,,,,,663728,,,1.635135800729199,-116.2684478188796,-2.128358229753243,-8.683333349242284,21.465764423133365,-23.221763813315302,3.29,1.59,,,,79.5,1235,5.9,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.55,,,,,,,,71,1,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,210,0.0,0.044
200,FC,2023-03-31,86.5,-0.42,6.91,"Flexen, Chris",642708,623167,double_play,hit_into_play,,,,,6,"Amed Rosario flies into a double play, right fielder Teoscar Hernandez to catcher Cal Raleigh.   Mike Zunino out at home.",R,R,R,SEA,CLE,X,9.0,fly_ball,0,2,2023,0.86,0.38,0.38,2.53,572287.0,664702.0,,1,7,Top,184.95,116.51,,,663728,,,0.1746690599237385,-126.08457633656514,-5.108481833055509,9.15715384100024,23.212824629490967,-27.35360798667932,3.34,1.56,252.0,88.9,46.0,87.0,2255,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.17,0.006,0.006,0.0,1.0,0.0,0.0,3.0,66,3,Cutter,4,8,8,4,8,4,8,4,Strategic,Standard,155,0.029,-0.311
201,FF,2023-03-31,91.6,-0.5,6.87,"Flexen, Chris",642708,623167,,swinging_strike,,,,,12,"Amed Rosario flies into a double play, right fielder Teoscar Hernandez to catcher Cal Raleigh.   Mike Zunino out at home.",R,R,R,SEA,CLE,S,,,0,1,2023,0.33,1.51,1.57,2.62,572287.0,664702.0,,1,7,Top,,,,,663728,,,4.5001067074637815,-133.25340025739231,-8.134906415282495,3.059286755480173,27.342825772282428,-12.624320876115984,3.34,1.56,,,,91.6,2104,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.27,,,,,,,,66,2,4-Seam Fastball,4,8,8,4,8,4,8,4,Strategic,Standard,189,0.0,-0.117
202,FC,2023-03-31,87.3,-0.49,6.89,"Flexen, Chris",642708,623167,,swinging_strike,,,,,12,"Amed Rosario flies into a double play, right fielder Teoscar Hernandez to catcher Cal Raleigh.   Mike Zunino out at home.",R,R,R,SEA,CLE,S,,,0,0,2023,0.78,0.55,1.26,2.96,572287.0,664702.0,,1,7,Top,,,,,663728,,,2.5881967249455227,-127.2025793756936,-4.486522376056086,8.083408396302831,24.00956235419001,-25.55931291514515,3.34,1.56,,,,87.5,2231,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.34,,,,,,,,66,1,Cutter,4,8,8,4,8,4,8,4,Strategic,Standard,151,0.0,-0.048
203,CH,2023-03-31,79.9,-0.63,6.6,"Flexen, Chris",680757,623167,field_out,hit_into_play,,,,,11,"Steven Kwan grounds out, pitcher Chris Flexen to first baseman Ty France.   Mike Zunino to 3rd.    Myles Straw to 2nd.",R,L,R,SEA,CLE,X,1.0,ground_ball,2,2,2023,-0.99,0.82,-0.32,3.79,,572287.0,664702.0,0,7,Top,129.6,183.99,,,663728,,,2.5222892218584883,-116.36169899717952,-1.0526106390810002,-9.449174430024064,20.53508735787965,-24.67670152782543,3.26,1.49,2.0,61.2,-65.0,79.7,1308,6.0,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.51,0.254,0.231,0.0,1.0,0.0,0.0,2.0,65,5,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,220,-0.001,-0.443
204,FF,2023-03-31,92.1,-0.63,6.8,"Flexen, Chris",680757,623167,,foul,,,,,5,"Steven Kwan grounds out, pitcher Chris Flexen to first baseman Ty France.   Mike Zunino to 3rd.    Myles Straw to 2nd.",R,L,R,SEA,CLE,S,,,2,1,2023,-0.02,1.46,0.15,2.67,,572287.0,664702.0,0,7,Top,,,,,663728,,,2.0137937043878003,-133.9976602381979,-7.8636088707100065,-0.6219678005503505,27.24909388282215,-13.137561922041693,3.26,1.49,221.0,77.2,23.0,92.4,2035,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.13,,,,,,,,65,4,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,193,0.0,-0.222
205,FF,2023-03-31,90.8,-0.52,6.72,"Flexen, Chris",680757,623167,,called_strike,,,,,9,"Steven Kwan grounds out, pitcher Chris Flexen to first baseman Ty France.   Mike Zunino to 3rd.    Myles Straw to 2nd.",R,L,R,SEA,CLE,S,,,2,0,2023,-0.01,1.63,0.31,1.73,,572287.0,664702.0,0,7,Top,,,,,663728,,,2.1313902479332016,-131.90719628856658,-10.045712100938838,-0.6076554477128346,28.048878662712205,-11.219673967364166,3.27,1.49,,,,90.9,2050,6.5,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.04,,,,,,,,65,3,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,193,0.0,-0.208
206,CH,2023-03-31,81.8,-0.67,6.59,"Flexen, Chris",680757,623167,,ball,,,,,8,"Steven Kwan grounds out, pitcher Chris Flexen to first baseman Ty France.   Mike Zunino to 3rd.    Myles Straw to 2nd.",R,L,R,SEA,CLE,B,,,1,0,2023,-0.96,1.07,0.05,1.38,,572287.0,664702.0,0,7,Top,,,,,663728,,,3.488531771545857,-118.93299304748147,-7.258907591070821,-9.763909333200315,21.883439767784136,-20.874280911893504,3.21,1.49,,,,82.0,1404,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.1,,,,,,,,65,2,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,215,0.0,0.178
207,FC,2023-03-31,86.6,-0.54,6.9,"Flexen, Chris",680757,623167,,ball,,,,,12,"Steven Kwan grounds out, pitcher Chris Flexen to first baseman Ty France.   Mike Zunino to 3rd.    Myles Straw to 2nd.",R,L,R,SEA,CLE,B,,,0,0,2023,0.64,0.45,0.5,3.85,,572287.0,664702.0,0,7,Top,,,,,663728,,,1.1699582179806962,-126.2358721619428,-2.088578609043589,6.670829827218326,22.26727491812068,-27.14891610720815,3.25,1.49,,,,87.1,2317,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.26,,,,,,,,65,1,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,152,0.0,0.064
208,FF,2023-03-31,90.3,-0.52,6.72,"Flexen, Chris",664702,623167,walk,ball,,,,,8,Myles Straw walks.   Mike Zunino to 2nd.,R,R,R,SEA,CLE,B,,,3,0,2023,-0.13,1.59,0.18,1.84,,,572287.0,0,7,Top,,,,,663728,,,2.022655822045779,-131.3441347708371,-9.641617181006804,-1.8684019222522623,26.121166116602637,-11.962304431048237,3.29,1.57,,,,90.8,2022,6.5,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.02,,,0.7,1.0,0.0,0.0,,64,4,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,192,-0.01,0.273
209,FC,2023-03-31,85.9,-0.64,6.76,"Flexen, Chris",664702,623167,,blocked_ball,,,,,14,Myles Straw walks.   Mike Zunino to 2nd.,R,R,R,SEA,CLE,B,,,2,0,2023,0.66,0.46,0.08,0.58,,,572287.0,0,7,Top,,,,,663728,,,0.3723318916563964,-124.8696696918043,-9.350481503546495,6.861467618427533,23.75338456433516,-25.777203998792253,3.42,1.57,,,,86.2,2298,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.06,,,,,,,,64,3,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,159,0.0,0.282
210,FF,2023-03-31,90.3,-0.42,6.85,"Flexen, Chris",664702,623167,,ball,,,,,12,Myles Straw walks.   Mike Zunino to 2nd.,R,R,R,SEA,CLE,B,,,1,0,2023,0.12,1.61,0.85,3.67,,,572287.0,0,7,Top,,,,,663728,,,2.911959210638487,-131.4701004654061,-5.400024313052578,0.8289760839664856,27.117594073735457,-12.537802290008267,3.44,1.57,,,,90.4,2001,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.26,,,,,,,,64,2,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,188,0.0,0.058
211,FC,2023-03-31,87.1,-0.4,6.79,"Flexen, Chris",664702,623167,,ball,,,,,9,Myles Straw walks.   Mike Zunino to 2nd.,R,R,R,SEA,CLE,B,,,0,0,2023,0.63,0.6,0.79,1.52,,,572287.0,0,7,Top,,,,,663728,,,1.5541986593634645,-126.75714659888412,-7.748939220595349,6.55872193894337,24.400666223802894,-24.356756710416597,3.33,1.54,,,,87.2,2232,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.27,,,,,,,,64,1,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,164,0.0,0.038
212,FF,2023-03-31,92.1,-0.22,6.75,"Flexen, Chris",572287,623167,walk,ball,,,,,14,Mike Zunino walks.,R,R,R,SEA,CLE,B,,,3,2,2023,0.39,1.5,0.98,1.07,,,,0,7,Top,,,,,663728,,,2.233219320533571,-133.66997027333505,-11.87234547178446,4.142364788744571,28.796874124737425,-11.82506426733877,3.42,1.56,,,,92.5,2073,6.7,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.82,,,0.7,1.0,0.0,0.0,,63,6,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,186,-0.007,0.306
213,FC,2023-03-31,85.4,-0.37,6.91,"Flexen, Chris",572287,623167,,ball,,,,,12,Mike Zunino walks.,R,R,R,SEA,CLE,B,,,2,2,2023,0.73,0.18,0.66,4.5,,,,0,7,Top,,,,,663728,,,0.977541239851297,-124.57025546681643,0.1576043676943332,7.502641302571788,22.54054937693509,-30.48048314647893,3.4,1.67,,,,86.0,2351,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.18,,,,,,,,63,5,Cutter,4,8,8,4,8,4,8,4,Strategic,Standard,119,0.0,0.105
214,FF,2023-03-31,91.5,-0.28,6.81,"Flexen, Chris",572287,623167,,swinging_strike,,,,,4,Mike Zunino walks.,R,R,R,SEA,CLE,S,,,2,1,2023,-0.04,1.58,-0.31,2.3,,,,0,7,Top,,,,,663728,,,0.0017414830979887,-133.0810083929482,-8.93643096853212,-0.43858489564037,29.577925059449413,-11.630072522686987,3.24,1.52,,,,91.8,2020,6.6,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.91,,,,,,,,63,4,4-Seam Fastball,4,8,8,4,8,4,8,4,Strategic,Standard,191,0.0,-0.068
215,FF,2023-03-31,91.7,-0.5,6.92,"Flexen, Chris",572287,623167,,ball,,,,,12,Mike Zunino walks.,R,R,R,SEA,CLE,B,,,1,1,2023,0.08,1.59,0.55,4.14,,,,0,7,Top,,,,,663728,,,2.4770769987557224,-133.50453169836734,-4.588729222879408,0.3435873819392063,30.14208660620597,-12.408058593858913,3.35,1.69,,,,91.4,2099,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,63,3,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,191,0.0,0.051
216,FC,2023-03-31,86.3,-0.28,6.79,"Flexen, Chris",572287,623167,,swinging_strike,,,,,14,Mike Zunino walks.,R,R,R,SEA,CLE,S,,,1,0,2023,0.67,0.54,0.56,0.6,,,,0,7,Top,,,,,663728,,,0.6397607176860243,-125.4881166052156,-9.603041974206295,6.933936557021125,24.0544669271487,-24.773472071327383,3.24,1.52,,,,86.4,2169,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,63,2,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,165,0.0,-0.057
217,FF,2023-03-31,91.3,-0.41,6.89,"Flexen, Chris",572287,623167,,ball,,,,,12,Mike Zunino walks.,R,R,R,SEA,CLE,B,,,0,0,2023,-0.15,1.5,0.69,3.64,,,,0,7,Top,,,,,663728,,,3.1201127868384693,-132.78285391522678,-5.520302714246458,-2.479410792531776,29.61236188489007,-13.428834600888752,3.4,1.52,,,,91.6,2016,6.6,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.89,,,,,,,,63,1,4-Seam Fastball,4,8,8,4,8,4,8,4,Strategic,Standard,194,0.0,0.044
218,CH,2023-03-31,80.8,-0.62,6.59,"Flexen, Chris",665926,623167,field_out,hit_into_play,,,,,1,"Andres Gimenez grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,CLE,X,4.0,ground_ball,1,1,2023,-1.15,0.8,-0.59,2.72,,,660757.0,2,6,Top,149.49,151.07,,,663728,,,2.258622526893334,-117.7026873083294,-3.5139914392349567,-11.141621862837924,21.32981505166412,-24.309655807916624,3.19,1.48,11.0,85.4,-14.0,80.7,1281,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.41,0.091,0.082,0.0,1.0,0.0,0.0,2.0,57,3,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,216,0.006,-0.239
219,FF,2023-03-31,91.0,-0.61,6.8,"Flexen, Chris",665926,623167,,swinging_strike,,,,,2,"Andres Gimenez grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,CLE,S,,,1,0,2023,-0.17,1.57,-0.13,2.9,,,660757.0,2,6,Top,,,,,663728,,,1.5732409131956329,-132.34108023522148,-7.223204195947096,-2.338039854190359,28.13813477775245,-12.39518391846562,3.19,1.48,,,,90.9,2156,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.27,,,,,,,,57,2,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,191,0.0,-0.025
220,FF,2023-03-31,91.1,-0.53,6.8,"Flexen, Chris",665926,623167,,ball,,,,,11,"Andres Gimenez grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,CLE,B,,,0,0,2023,-0.23,1.4,-1.07,3.48,,,660757.0,2,6,Top,,,,,663728,,,-0.8882164545731493,-132.66932366686012,-5.463390970306312,-2.489711850580084,28.420032109205117,-14.664305862267554,3.31,1.65,,,,91.2,1971,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.2,,,,,,,,57,1,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,191,0.0,0.026
221,SI,2023-03-31,91.3,-0.31,6.78,"Flexen, Chris",660757,623167,single,hit_into_play,,,,,1,Oscar Gonzalez singles on a sharp line drive to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,X,9.0,line_drive,1,2,2023,-0.81,1.35,-0.35,3.35,,,,2,6,Top,175.62,98.7,,,663728,,,1.667643899151055,-132.84872471026014,-5.630315172619715,-9.928593099223908,29.62416450761129,-15.255194043689627,3.6,1.71,199.0,105.6,9.0,91.5,2030,6.5,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.99,0.743,0.725,0.9,1.0,1.0,0.0,4.0,56,4,Sinker,4,8,8,4,8,4,8,4,Standard,Standard,181,-0.003,0.163
222,FC,2023-03-31,88.2,-0.12,6.86,"Flexen, Chris",660757,623167,,ball,,,,,14,Oscar Gonzalez singles on a sharp line drive to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,B,,,0,2,2023,0.7,0.52,1.76,0.7,,,,2,6,Top,,,,,663728,,,3.1108870952487573,-128.17214386016087,-9.938543846036698,7.103512534886112,26.446459012527985,-24.62991645739449,3.5,1.73,,,,88.0,2373,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.25,,,,,,,,56,3,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,154,0.0,0.016
223,FC,2023-03-31,86.6,-0.29,6.89,"Flexen, Chris",660757,623167,,swinging_strike,,,,,14,Oscar Gonzalez singles on a sharp line drive to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,S,,,0,1,2023,0.74,0.0,0.95,1.67,,,,2,6,Top,,,,,663728,,,1.4570260791526333,-126.09652873204594,-6.287970716303583,7.5993337033438175,25.237734170123414,-31.09287578616004,3.6,1.71,,,,86.8,2341,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.19,,,,,,,,56,2,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,147,0.0,-0.026
224,SL,2023-03-31,78.2,-0.42,6.79,"Flexen, Chris",660757,623167,,called_strike,,,,,8,Oscar Gonzalez singles on a sharp line drive to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,S,,,0,0,2023,1.11,-0.5,0.02,1.59,,,,2,6,Top,,,,,663728,,,-1.0941095316412963,-113.83758562790736,-3.391309251855242,9.86159559225802,21.441182953826743,-36.12497301842241,3.52,1.56,,,,78.4,2531,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.06,,,,,,,,56,1,Slider,4,8,8,4,8,4,8,4,Standard,Standard,27,0.0,-0.022
225,FC,2023-03-31,87.3,-0.53,6.85,"Flexen, Chris",647304,623167,field_out,hit_into_play,,,,,2,Josh Naylor flies out to left fielder Jarred Kelenic.,R,L,R,SEA,CLE,X,7.0,fly_ball,1,0,2023,0.75,0.24,0.23,2.86,,,,1,6,Top,84.11,129.9,,,663728,,,0.2956211748240274,-127.2069745736675,-4.007743833502076,8.118125627331302,25.295762833908785,-28.930456413584203,3.13,1.45,204.0,76.5,53.0,87.5,2272,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.21,0.097,0.112,0.0,1.0,0.0,0.0,3.0,55,2,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,156,0.004,-0.214
226,FC,2023-03-31,88.0,-0.56,6.75,"Flexen, Chris",647304,623167,,ball,,,,,8,Josh Naylor flies out to left fielder Jarred Kelenic.,R,L,R,SEA,CLE,B,,,0,0,2023,0.63,0.69,0.13,1.33,,,,1,6,Top,,,,,663728,,,0.3790735033807239,-127.95974639110368,-8.496327865398149,6.82888513511939,24.83641350449727,-23.062600928052294,3.19,1.45,,,,88.0,2323,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.31,,,,,,,,55,1,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,162,0.0,0.036
227,CH,2023-03-31,80.8,-0.69,6.49,"Flexen, Chris",605137,623167,strikeout,swinging_strike,,,,,13,Josh Bell strikes out swinging.,R,L,R,SEA,CLE,S,2.0,,1,2,2023,-1.12,0.84,-1.08,2.04,,,,0,6,Top,,,,,663728,,,1.2556377803303562,-117.59990145955582,-4.859588009273886,-10.602938570283998,22.996679081532907,-23.64292697084695,3.72,1.77,,,,80.6,1225,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.29,,,0.0,1.0,0.0,0.0,,54,4,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,226,0.007,-0.176
228,FC,2023-03-31,88.8,-0.49,6.88,"Flexen, Chris",605137,623167,,swinging_strike,,,,,14,Josh Bell strikes out swinging.,R,L,R,SEA,CLE,S,,,1,1,2023,0.73,0.51,0.7,1.61,,,,0,6,Top,,,,,663728,,,1.3954370257157445,-129.21850768823788,-7.904726699320157,7.934469715358496,26.10300228576746,-25.110703448690916,3.72,1.77,,,,88.7,2224,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.37,,,,,,,,54,3,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,168,0.0,-0.057
229,CH,2023-03-31,80.2,-0.6,6.45,"Flexen, Chris",605137,623167,,swinging_strike,,,,,13,Josh Bell strikes out swinging.,R,L,R,SEA,CLE,S,,,1,0,2023,-0.89,0.79,-0.93,1.95,,,,0,6,Top,,,,,663728,,,0.9589202032898088,-116.86550243373524,-4.842546682317148,-8.388512629972247,20.684509385430957,-24.21349953633898,3.72,1.77,,,,81.2,1278,6.7,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.78,,,,,,,,54,2,Changeup,4,8,8,4,8,4,8,4,Standard,Standard,215,0.0,-0.057
230,FC,2023-03-31,87.9,-0.52,6.82,"Flexen, Chris",605137,623167,,ball,,,,,14,Josh Bell strikes out swinging.,R,L,R,SEA,CLE,B,,,0,0,2023,0.65,0.45,1.48,2.06,,,,0,6,Top,,,,,663728,,,3.4908882972042026,-128.03990052774867,-6.424594369231906,6.570869553486904,24.50221885208958,-26.165028588403263,3.73,1.77,,,,88.3,2225,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.15,,,,,,,,54,1,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,159,0.0,0.044
